"gene"	"adj.pval.sym_trt2"	"transcript_id"	"sprot_Top_BLASTX_hit"	"RNAMMER"	"prot_id"	"prot_coords"	"sprot_Top_BLASTP_hit"	"Pfam"	"SignalP"	"TmHMM"	"eggnog"	"Kegg"	"gene_ontology_blast"	"gene_ontology_pfam"	"transcript"	"peptide"	"scaffold"	"start"	"stop"
"Mcavernosa00832"	6.23503336409191e-05	"Mcavernosa00832"	"ACSL4_RAT^ACSL4_RAT^Q:116-533,H:139-667^45.57%ID^E:7e-142^RecName: Full=Long-chain-fatty-acid--CoA ligase 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`ACSL4_HUMAN^ACSL4_HUMAN^Q:116-533,H:180-708^45.2%ID^E:3e-140^RecName: Full=Long-chain-fatty-acid--CoA ligase 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`ACSL4_MOUSE^ACSL4_MOUSE^Q:116-533,H:180-708^45.57%ID^E:4e-140^RecName: Full=Long-chain-fatty-acid--CoA ligase 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`ACSL4_HUMAN^ACSL4_HUMAN^Q:9-116,H:10-118^44.04%ID^E:7e-22^RecName: Full=Long-chain-fatty-acid--CoA ligase 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`ACSL4_RAT^ACSL4_RAT^Q:43-116,H:4-77^54.05%ID^E:2e-17^RecName: Full=Long-chain-fatty-acid--CoA ligase 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"."	"Mcavernosa00832"	"1-2150[+]"	"ACSL4_RAT^ACSL4_RAT^Q:116-533,H:139-667^45.57%ID^E:7e-142^RecName: Full=Long-chain-fatty-acid--CoA ligase 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`ACSL4_HUMAN^ACSL4_HUMAN^Q:116-533,H:180-708^45.2%ID^E:3e-140^RecName: Full=Long-chain-fatty-acid--CoA ligase 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`ACSL4_MOUSE^ACSL4_MOUSE^Q:116-533,H:180-708^45.57%ID^E:4e-140^RecName: Full=Long-chain-fatty-acid--CoA ligase 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`ACSL4_HUMAN^ACSL4_HUMAN^Q:9-116,H:10-118^44.04%ID^E:7e-22^RecName: Full=Long-chain-fatty-acid--CoA ligase 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`ACSL4_RAT^ACSL4_RAT^Q:43-116,H:4-77^54.05%ID^E:2e-17^RecName: Full=Long-chain-fatty-acid--CoA ligase 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"PF00501.27^AMP-binding^AMP-binding enzyme^116-223^E:3.8e-10`PF00501.27^AMP-binding^AMP-binding enzyme^224-432^E:6.7e-38"	"."	"ExpAA=22.87^PredHel=1^Topology=i9-31o"	"COG1022^Amp-dependent synthetase and ligase"	"KEGG:rno:113976`KO:K01897"	"GO:0044233^cellular_component^ER-mitochondrion membrane contact site`GO:0005811^cellular_component^lipid droplet`GO:0031966^cellular_component^mitochondrial membrane`GO:0043025^cellular_component^neuronal cell body`GO:0005777^cellular_component^peroxisome`GO:0047676^molecular_function^arachidonate-CoA ligase activity`GO:0005524^molecular_function^ATP binding`GO:0102391^molecular_function^decanoate-CoA ligase activity`GO:0004467^molecular_function^long-chain fatty acid-CoA ligase activity`GO:0031957^molecular_function^very long-chain fatty acid-CoA ligase activity`GO:0060996^biological_process^dendritic spine development`GO:0060136^biological_process^embryonic process involved in female pregnancy`GO:0006631^biological_process^fatty acid metabolic process`GO:0015908^biological_process^fatty acid transport`GO:0035338^biological_process^long-chain fatty-acyl-CoA biosynthetic process`GO:0070672^biological_process^response to interleukin-15`GO:0007584^biological_process^response to nutrient`GO:0019432^biological_process^triglyceride biosynthetic process"	"GO:0003824^molecular_function^catalytic activity`GO:0008152^biological_process^metabolic process"	"."	"."	"Sc0000013"	799722	815113
"Mcavernosa07015"	7.1326298602316e-05	"Mcavernosa07015"	"PIWL1_MOUSE^PIWL1_MOUSE^Q:31-774,H:38-824^42.59%ID^E:0^RecName: Full=Piwi-like protein 1 {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`PIWL1_HUMAN^PIWL1_HUMAN^Q:61-774,H:34-823^42.46%ID^E:0^RecName: Full=Piwi-like protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`PIWL1_DANRE^PIWL1_DANRE^Q:34-773,H:39-819^42.08%ID^E:0^RecName: Full=Piwi-like protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio"	"."	"Mcavernosa07015"	"1-2386[+]"	"PIWL1_MOUSE^PIWL1_MOUSE^Q:31-774,H:38-824^42.59%ID^E:0^RecName: Full=Piwi-like protein 1 {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`PIWL1_HUMAN^PIWL1_HUMAN^Q:61-774,H:34-823^42.46%ID^E:0^RecName: Full=Piwi-like protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`PIWL1_DANRE^PIWL1_DANRE^Q:34-773,H:39-819^42.08%ID^E:0^RecName: Full=Piwi-like protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio"	"PF02170.21^PAZ^PAZ domain^317-378^E:3.1e-09`PF02171.16^Piwi^Piwi domain^570-774^E:4.9e-67"	"."	"."	"ENOG410XNRH^piwi-like"	"KEGG:mmu:57749`KO:K02156"	"GO:0033391^cellular_component^chromatoid body`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0097433^cellular_component^dense body`GO:0005634^cellular_component^nucleus`GO:0043186^cellular_component^P granule`GO:0004521^molecular_function^endoribonuclease activity`GO:0046872^molecular_function^metal ion binding`GO:0003729^molecular_function^mRNA binding`GO:0034584^molecular_function^piRNA binding`GO:0019901^molecular_function^protein kinase binding`GO:0003727^molecular_function^single-stranded RNA binding`GO:0031047^biological_process^gene silencing by RNA`GO:0051321^biological_process^meiotic cell cycle`GO:0007275^biological_process^multicellular organism development`GO:0010529^biological_process^negative regulation of transposition`GO:0034587^biological_process^piRNA metabolic process`GO:0006417^biological_process^regulation of translation`GO:0007286^biological_process^spermatid development`GO:0007283^biological_process^spermatogenesis`GO:0035093^biological_process^spermatogenesis, exchange of chromosomal proteins"	"GO:0005515^molecular_function^protein binding`GO:0003676^molecular_function^nucleic acid binding"	"."	"."	"Sc0000005"	598283	618756
"Mcavernosa17946"	7.87629995597258e-05	"Mcavernosa17946"	"."	"."	"Mcavernosa17946"	"1-1495[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"xpSc0004707"	77708	82400
"Mcavernosa32260"	7.87629995597258e-05	"Mcavernosa32260"	"."	"."	"Mcavernosa32260"	"1-1587[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000285"	307386	363470
"Mcavernosa34438"	0.000102647346567922	"Mcavernosa34438"	"."	"."	"Mcavernosa34438"	"1-1617[+]"	"."	"PF13148.5^DUF3987^Protein of unknown function (DUF3987)^142-386^E:7e-16"	"."	"."	"."	"."	"."	"."	"."	"."	"xfSc0001112"	6076	9257
"Mcavernosa05323"	0.000134506703731867	"Mcavernosa05323"	"."	"."	"Mcavernosa05323"	"1-681[+]"	"."	"."	"."	"ExpAA=20.10^PredHel=1^Topology=i25-47o"	"."	"."	"."	"."	"."	"."	"Sc0000119"	475285	522091
"Mcavernosa16689"	0.000144092229169919	"Mcavernosa16689"	"."	"."	"Mcavernosa16689"	"1-501[+]"	"."	"."	"."	"ExpAA=22.87^PredHel=1^Topology=o37-59i"	"."	"."	"."	"."	"."	"."	"Sc0000062"	791021	796121
"Mcavernosa29191"	0.000163042975323112	"Mcavernosa29191"	"."	"."	"Mcavernosa29191"	"1-1176[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0001451"	11565	16148
"Mcavernosa27528"	0.000181086661564801	"Mcavernosa27528"	"."	"."	"Mcavernosa27528"	"1-492[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0001031"	5622	24210
"Mcavernosa21328"	0.000202538794761283	"Mcavernosa21328"	"TRAF6_XENTR^TRAF6_XENTR^Q:13-161,H:57-200^40%ID^E:1e-22^RecName: Full=TNF receptor-associated factor 6;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana`TRF6A_XENLA^TRF6A_XENLA^Q:11-155,H:55-194^41.1%ID^E:2e-20^RecName: Full=TNF receptor-associated factor 6-A;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`TRAF6_MOUSE^TRAF6_MOUSE^Q:11-155,H:53-192^38.36%ID^E:4e-20^RecName: Full=TNF receptor-associated factor 6;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`TRAF6_XENTR^TRAF6_XENTR^Q:319-420,H:104-200^38.24%ID^E:2e-09^RecName: Full=TNF receptor-associated factor 6;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana`TRF6A_XENLA^TRF6A_XENLA^Q:319-420,H:104-200^39.22%ID^E:8e-09^RecName: Full=TNF receptor-associated factor 6-A;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`TRAF6_MOUSE^TRAF6_MOUSE^Q:319-425,H:102-203^35.51%ID^E:3e-07^RecName: Full=TNF receptor-associated factor 6;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"."	"Mcavernosa21328"	"1-1827[+]"	"TRAF6_XENTR^TRAF6_XENTR^Q:13-161,H:57-200^40%ID^E:1e-22^RecName: Full=TNF receptor-associated factor 6;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana`TRF6A_XENLA^TRF6A_XENLA^Q:11-155,H:55-194^41.1%ID^E:2e-20^RecName: Full=TNF receptor-associated factor 6-A;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`TRAF6_MOUSE^TRAF6_MOUSE^Q:11-155,H:53-192^38.36%ID^E:4e-20^RecName: Full=TNF receptor-associated factor 6;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`TRAF6_XENTR^TRAF6_XENTR^Q:319-420,H:104-200^38.24%ID^E:2e-09^RecName: Full=TNF receptor-associated factor 6;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana`TRF6A_XENLA^TRF6A_XENLA^Q:319-420,H:104-200^39.22%ID^E:8e-09^RecName: Full=TNF receptor-associated factor 6-A;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`TRAF6_MOUSE^TRAF6_MOUSE^Q:319-425,H:102-203^35.51%ID^E:3e-07^RecName: Full=TNF receptor-associated factor 6;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"PF00097.24^zf-C3HC4^Zinc finger, C3HC4 type (RING finger)^28-66^E:1.3e-05`PF13445.5^zf-RING_UBOX^RING-type zinc-finger^28-66^E:2.2e-05"	"."	"."	"ENOG410XTXK^TNF receptor-associated factor 6, E3 ubiquitin protein ligase"	"KEGG:xtr:493524`KO:K03175"	"GO:0005737^cellular_component^cytoplasm`GO:0005164^molecular_function^tumor necrosis factor receptor binding`GO:0004842^molecular_function^ubiquitin-protein transferase activity`GO:0008270^molecular_function^zinc ion binding`GO:0070534^biological_process^protein K63-linked ubiquitination`GO:0042981^biological_process^regulation of apoptotic process`GO:0043122^biological_process^regulation of I-kappaB kinase/NF-kappaB signaling`GO:0007165^biological_process^signal transduction"	"GO:0046872^molecular_function^metal ion binding"	"."	"."	"Sc0000518"	60002	80784
"Mcavernosa14493"	0.000202993701096014	"Mcavernosa14493"	"PEAM1_ARATH^PEAM1_ARATH^Q:3-225,H:229-491^45.63%ID^E:7e-70^RecName: Full=Phosphoethanolamine N-methyltransferase 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`PEAMT_SPIOL^PEAMT_SPIOL^Q:11-224,H:240-493^49.21%ID^E:5e-68^RecName: Full=Phosphoethanolamine N-methyltransferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Chenopodioideae; Anserineae; Spinacia`PEAM3_ARATH^PEAM3_ARATH^Q:11-225,H:236-490^47.06%ID^E:5e-68^RecName: Full=Phosphoethanolamine N-methyltransferase 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"	"."	"Mcavernosa14493"	"1-988[+]"	"PEAM1_ARATH^PEAM1_ARATH^Q:3-225,H:229-491^45.63%ID^E:7e-70^RecName: Full=Phosphoethanolamine N-methyltransferase 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`PEAMT_SPIOL^PEAMT_SPIOL^Q:11-224,H:240-493^49.21%ID^E:5e-68^RecName: Full=Phosphoethanolamine N-methyltransferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Chenopodioideae; Anserineae; Spinacia`PEAM3_ARATH^PEAM3_ARATH^Q:11-225,H:236-490^47.06%ID^E:5e-68^RecName: Full=Phosphoethanolamine N-methyltransferase 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"	"PF02353.19^CMAS^Mycolic acid cyclopropane synthetase^45-103^E:2.7e-11`PF01209.17^Ubie_methyltran^ubiE/COQ5 methyltransferase family^49-102^E:1.6e-05`PF13649.5^Methyltransf_25^Methyltransferase domain^60-155^E:7e-09`PF08241.11^Methyltransf_11^Methyltransferase domain^61-101^E:0.00011"	"."	"."	"ENOG410XP5G^Methyltransferase"	"KEGG:ath:AT3G18000`KO:K05929"	"GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0008168^molecular_function^methyltransferase activity`GO:0000234^molecular_function^phosphoethanolamine N-methyltransferase activity`GO:0042425^biological_process^choline biosynthetic process`GO:0006656^biological_process^phosphatidylcholine biosynthetic process`GO:0009555^biological_process^pollen development`GO:0009860^biological_process^pollen tube growth`GO:0010183^biological_process^pollen tube guidance`GO:0048528^biological_process^post-embryonic root development`GO:0009826^biological_process^unidimensional cell growth"	"GO:0008168^molecular_function^methyltransferase activity`GO:0008152^biological_process^metabolic process"	"."	"."	"Sc0000220"	458355	464654
"Mcavernosa15943"	0.000202993701096014	"Mcavernosa15943"	"."	"."	"Mcavernosa15943"	"1-417[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000403"	180462	216010
"Mcavernosa16442"	0.000202993701096014	"Mcavernosa16442"	"AWH_DROME^AWH_DROME^Q:33-92,H:147-206^91.67%ID^E:2e-32^RecName: Full=LIM/homeobox protein Awh;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora`LHX6_HUMAN^LHX6_HUMAN^Q:34-108,H:219-298^54.32%ID^E:1e-20^RecName: Full=LIM/homeobox protein Lhx6;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`LHX6_MOUSE^LHX6_MOUSE^Q:34-108,H:219-298^54.32%ID^E:1e-20^RecName: Full=LIM/homeobox protein Lhx6;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"."	"Mcavernosa16442"	"1-1398[+]"	"AWH_DROME^AWH_DROME^Q:33-92,H:147-206^91.67%ID^E:2e-32^RecName: Full=LIM/homeobox protein Awh;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora`LHX6_HUMAN^LHX6_HUMAN^Q:34-108,H:219-298^54.32%ID^E:1e-20^RecName: Full=LIM/homeobox protein Lhx6;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`LHX6_MOUSE^LHX6_MOUSE^Q:34-108,H:219-298^54.32%ID^E:1e-20^RecName: Full=LIM/homeobox protein Lhx6;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"PF00046.28^Homeobox^Homeobox domain^35-91^E:1.1e-19"	"."	"."	"ENOG410YIJ3^sequence-specific DNA binding"	"KEGG:dme:Dmel_CG1072"	"GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0046872^molecular_function^metal ion binding`GO:0048749^biological_process^compound eye development`GO:0007444^biological_process^imaginal disc development`GO:0010468^biological_process^regulation of gene expression`GO:0006355^biological_process^regulation of transcription, DNA-templated`GO:0006351^biological_process^transcription, DNA-templated"	"GO:0003677^molecular_function^DNA binding"	"."	"."	"Sc0000059"	829078	836787
"Mcavernosa19362"	0.000202993701096014	"Mcavernosa19362"	"NIPA_PONAB^NIPA_PONAB^Q:12-379,H:14-406^26.83%ID^E:9e-30^RecName: Full=Nuclear-interacting partner of ALK;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo`NIPA_HUMAN^NIPA_HUMAN^Q:12-314,H:14-342^27.99%ID^E:4e-29^RecName: Full=Nuclear-interacting partner of ALK;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`NIPA_XENTR^NIPA_XENTR^Q:66-289,H:76-315^31.17%ID^E:3e-25^RecName: Full=NIPA-like protein;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana"	"."	"Mcavernosa19362"	"1-1308[+]"	"NIPA_PONAB^NIPA_PONAB^Q:12-379,H:14-406^26.83%ID^E:9e-30^RecName: Full=Nuclear-interacting partner of ALK;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo`NIPA_HUMAN^NIPA_HUMAN^Q:12-314,H:14-342^27.99%ID^E:4e-29^RecName: Full=Nuclear-interacting partner of ALK;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`NIPA_XENTR^NIPA_XENTR^Q:66-289,H:76-315^31.17%ID^E:3e-25^RecName: Full=NIPA-like protein;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana"	"PF07967.12^zf-C3HC^C3HC zinc finger-like^65-151^E:1.3e-21`PF08600.9^Rsm1^Rsm1-like^208-296^E:1.3e-07"	"."	"."	"."	"KEGG:pon:100174537"	"GO:0005634^cellular_component^nucleus`GO:0008270^molecular_function^zinc ion binding`GO:0007049^biological_process^cell cycle`GO:0051301^biological_process^cell division`GO:0016567^biological_process^protein ubiquitination"	"GO:0008270^molecular_function^zinc ion binding`GO:0005634^cellular_component^nucleus"	"."	"."	"Sc0000328"	325	7425
"Mcavernosa28294"	0.000202993701096014	"Mcavernosa28294"	"."	"."	"Mcavernosa28294"	"1-1153[+]"	"."	"."	"."	"ExpAA=25.78^PredHel=1^Topology=o45-67i"	"."	"."	"."	"."	"."	"."	"Sc0000184"	368918	375741
"Mcavernosa19742"	0.000231196122695733	"Mcavernosa19742"	"."	"."	"Mcavernosa19742"	"1-5745[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000339"	199951	211016
"Mcavernosa27150"	0.000231196122695733	"Mcavernosa27150"	"ADA29_HUMAN^ADA29_HUMAN^Q:116-215,H:723-820^29.7%ID^E:9e-06^RecName: Full=Disintegrin and metalloproteinase domain-containing protein 29;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa27150"	"1-801[+]"	"ADA29_HUMAN^ADA29_HUMAN^Q:116-215,H:723-820^29.7%ID^E:9e-06^RecName: Full=Disintegrin and metalloproteinase domain-containing protein 29;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"sigP:1^16^0.657^YES"	"ExpAA=17.87^PredHel=1^Topology=i2-21o"	"ENOG410XX2M^ADAM metallopeptidase domain"	"KEGG:hsa:11086`KO:K16069"	"GO:0005887^cellular_component^integral component of plasma membrane`GO:0004222^molecular_function^metalloendopeptidase activity`GO:0008237^molecular_function^metallopeptidase activity`GO:0007283^biological_process^spermatogenesis"	"."	"."	"."	"Sc0000984"	7729	37223
