"gene"	"adj.pval.sym"	"transcript_id"	"sprot_Top_BLASTX_hit"	"RNAMMER"	"prot_id"	"prot_coords"	"sprot_Top_BLASTP_hit"	"Pfam"	"SignalP"	"TmHMM"	"eggnog"	"Kegg"	"gene_ontology_blast"	"gene_ontology_pfam"	"transcript"	"peptide"	"scaffold"	"start"	"stop"
"Mcavernosa18220"	3.51498268388959e-06	"Mcavernosa18220"	"SYFB_MOUSE^SYFB_MOUSE^Q:11-555,H:1-589^57.34%ID^E:0^RecName: Full=Phenylalanine--tRNA ligase beta subunit;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`SYFB_HUMAN^SYFB_HUMAN^Q:11-555,H:1-589^57.09%ID^E:0^RecName: Full=Phenylalanine--tRNA ligase beta subunit;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`SYFB_PONAB^SYFB_PONAB^Q:11-555,H:1-589^56.42%ID^E:0^RecName: Full=Phenylalanine--tRNA ligase beta subunit;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo"	"."	"Mcavernosa18220"	"1-2325[+]"	"SYFB_MOUSE^SYFB_MOUSE^Q:11-555,H:1-589^57.34%ID^E:0^RecName: Full=Phenylalanine--tRNA ligase beta subunit;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`SYFB_HUMAN^SYFB_HUMAN^Q:11-555,H:1-589^57.09%ID^E:0^RecName: Full=Phenylalanine--tRNA ligase beta subunit;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`SYFB_PONAB^SYFB_PONAB^Q:11-555,H:1-589^56.42%ID^E:0^RecName: Full=Phenylalanine--tRNA ligase beta subunit;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo"	"PF03483.16^B3_4^B3/4 domain^118-271^E:3.1e-28"	"."	"."	"COG0072^phenylalanyl-tRNA synthetase (beta subunit)"	"KEGG:mmu:23874`KO:K01890"	"GO:0009328^cellular_component^phenylalanine-tRNA ligase complex`GO:0005524^molecular_function^ATP binding`GO:0000287^molecular_function^magnesium ion binding`GO:0004826^molecular_function^phenylalanine-tRNA ligase activity`GO:0003723^molecular_function^RNA binding`GO:0006432^biological_process^phenylalanyl-tRNA aminoacylation`GO:0051290^biological_process^protein heterotetramerization"	"GO:0003723^molecular_function^RNA binding`GO:0004826^molecular_function^phenylalanine-tRNA ligase activity"	"."	"."	"Sc0000293"	231760	244423
"Mcavernosa16061"	3.81577167548001e-06	"Mcavernosa16061"	"GCY8E_DROME^GCY8E_DROME^Q:49-314,H:299-592^43.73%ID^E:2e-78^RecName: Full=Soluble guanylate cyclase 88E;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora`GCYB2_HUMAN^GCYB2_HUMAN^Q:51-304,H:274-523^41.34%ID^E:1e-60^RecName: Full=Guanylate cyclase soluble subunit beta-2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`GCYB2_RAT^GCYB2_RAT^Q:51-331,H:291-604^37.74%ID^E:5e-59^RecName: Full=Guanylate cyclase soluble subunit beta-2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"."	"Mcavernosa16061"	"1-1005[+]"	"GCY8E_DROME^GCY8E_DROME^Q:49-314,H:299-592^43.73%ID^E:2e-78^RecName: Full=Soluble guanylate cyclase 88E;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora`GCYB2_HUMAN^GCYB2_HUMAN^Q:51-304,H:274-523^41.34%ID^E:1e-60^RecName: Full=Guanylate cyclase soluble subunit beta-2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`GCYB2_RAT^GCYB2_RAT^Q:51-331,H:291-604^37.74%ID^E:5e-59^RecName: Full=Guanylate cyclase soluble subunit beta-2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"PF07701.13^HNOBA^Heme NO binding associated^40-154^E:5.1e-41`PF00211.19^Guanylate_cyc^Adenylate and Guanylate cyclase catalytic domain^165-305^E:3.1e-40"	"."	"."	"COG2114^Guanylate Cyclase"	"KEGG:dme:Dmel_CG4154`KO:K01769"	"GO:0008074^cellular_component^guanylate cyclase complex, soluble`GO:0005886^cellular_component^plasma membrane`GO:0070025^molecular_function^carbon monoxide binding`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity`GO:0004383^molecular_function^guanylate cyclase activity`GO:0020037^molecular_function^heme binding`GO:0046872^molecular_function^metal ion binding`GO:0070026^molecular_function^nitric oxide binding`GO:0019825^molecular_function^oxygen binding`GO:0019826^molecular_function^oxygen sensor activity`GO:0046982^molecular_function^protein heterodimerization activity`GO:0042803^molecular_function^protein homodimerization activity`GO:0006182^biological_process^cGMP biosynthetic process`GO:0035556^biological_process^intracellular signal transduction`GO:0001666^biological_process^response to hypoxia`GO:0000302^biological_process^response to reactive oxygen species`GO:0007165^biological_process^signal transduction"	"GO:0004383^molecular_function^guanylate cyclase activity`GO:0006182^biological_process^cGMP biosynthetic process`GO:0016849^molecular_function^phosphorus-oxygen lyase activity`GO:0009190^biological_process^cyclic nucleotide biosynthetic process`GO:0035556^biological_process^intracellular signal transduction"	"."	"."	"Sc0000407"	208420	215217
"Mcavernosa08646"	4.98368023695635e-06	"Mcavernosa08646"	"CRTP1_DICDI^CRTP1_DICDI^Q:86-354,H:81-329^23.44%ID^E:1e-10^RecName: Full=Crt homolog 1;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium`CRTP3_DICDI^CRTP3_DICDI^Q:87-271,H:85-249^21.62%ID^E:8e-06^RecName: Full=Crt homolog 3;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium"	"."	"Mcavernosa08646"	"1-1531[+]"	"CRTP1_DICDI^CRTP1_DICDI^Q:86-354,H:81-329^23.44%ID^E:1e-10^RecName: Full=Crt homolog 1;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium`CRTP3_DICDI^CRTP3_DICDI^Q:87-271,H:85-249^21.62%ID^E:8e-06^RecName: Full=Crt homolog 3;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium"	"PF08627.9^CRT-like^CRT-like, chloroquine-resistance transporter-like^87-313^E:1e-18"	"."	"ExpAA=265.63^PredHel=12^Topology=i39-61o88-110i123-145o155-174i181-203o223-245i258-280o317-339i344-366o381-398i411-433o453-475i"	"ENOG4111P31^May regulate endogenous transporter (By similarity)"	"KEGG:ddi:DDB_G0276943"	"GO:0030659^cellular_component^cytoplasmic vesicle membrane`GO:0016021^cellular_component^integral component of membrane`GO:0012506^cellular_component^vesicle membrane`GO:0015238^molecular_function^drug transmembrane transporter activity"	"."	"."	"."	"Sc0000201"	201933	218098
"Mcavernosa16689"	5.72555475258109e-06	"Mcavernosa16689"	"."	"."	"Mcavernosa16689"	"1-501[+]"	"."	"."	"."	"ExpAA=22.87^PredHel=1^Topology=o37-59i"	"."	"."	"."	"."	"."	"."	"Sc0000062"	791021	796121
"Mcavernosa11445"	7.40135450792382e-06	"Mcavernosa11445"	"KLH18_HUMAN^KLH18_HUMAN^Q:4-564,H:10-570^53.12%ID^E:0^RecName: Full=Kelch-like protein 18;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`KLH20_XENLA^KLH20_XENLA^Q:17-563,H:48-594^45.8%ID^E:4e-167^RecName: Full=Kelch-like protein 20;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`KLH20_MOUSE^KLH20_MOUSE^Q:17-563,H:48-594^45.8%ID^E:5e-167^RecName: Full=Kelch-like protein 20;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"."	"Mcavernosa11445"	"1-1710[+]"	"KLH18_HUMAN^KLH18_HUMAN^Q:4-564,H:10-570^53.12%ID^E:0^RecName: Full=Kelch-like protein 18;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`KLH20_XENLA^KLH20_XENLA^Q:17-563,H:48-594^45.8%ID^E:4e-167^RecName: Full=Kelch-like protein 20;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`KLH20_MOUSE^KLH20_MOUSE^Q:17-563,H:48-594^45.8%ID^E:5e-167^RecName: Full=Kelch-like protein 20;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"PF00651.30^BTB^BTB/POZ domain^25-126^E:2.1e-27`PF07707.14^BACK^BTB And C-terminal Kelch^134-235^E:2.1e-33`PF01344.24^Kelch_1^Kelch motif^282-312^E:1.2e-06`PF01344.24^Kelch_1^Kelch motif^320-364^E:7.3e-16`PF13964.5^Kelch_6^Kelch motif^320-367^E:2.3e-07`PF01344.24^Kelch_1^Kelch motif^366-411^E:4.3e-17`PF13964.5^Kelch_6^Kelch motif^367-410^E:2.4e-10`PF07646.14^Kelch_2^Kelch motif^367-411^E:3.3e-08`PF13418.5^Kelch_4^Galactose oxidase, central domain^367-410^E:0.00022`PF01344.24^Kelch_1^Kelch motif^414-458^E:2.2e-13`PF13418.5^Kelch_4^Galactose oxidase, central domain^414-457^E:0.00039`PF07646.14^Kelch_2^Kelch motif^419-458^E:9.9e-08`PF01344.24^Kelch_1^Kelch motif^460-505^E:3.9e-18`PF07646.14^Kelch_2^Kelch motif^460-504^E:1.1e-09`PF13964.5^Kelch_6^Kelch motif^461-508^E:2.2e-12`PF13418.5^Kelch_4^Galactose oxidase, central domain^464-499^E:0.0002`PF13415.5^Kelch_3^Galactose oxidase, central domain^470-509^E:2.7e-05`PF01344.24^Kelch_1^Kelch motif^507-552^E:1.1e-16`PF07646.14^Kelch_2^Kelch motif^507-552^E:9.4e-08`PF13964.5^Kelch_6^Kelch motif^508-551^E:5.3e-08`PF13418.5^Kelch_4^Galactose oxidase, central domain^511-551^E:1.4e-05"	"."	"."	"ENOG410XNX8^kelch-like"	"KEGG:hsa:23276`KO:K10455"	"GO:0031463^cellular_component^Cul3-RING ubiquitin ligase complex`GO:0016567^biological_process^protein ubiquitination"	"GO:0005515^molecular_function^protein binding"	"."	"."	"xfSc0000011"	155142	156851
"Mcavernosa32092"	7.84967156255498e-06	"Mcavernosa32092"	"."	"."	"Mcavernosa32092"	"1-1110[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000280"	35429	38773
"Mcavernosa05843"	8.7316162412628e-06	"Mcavernosa05843"	"KLH20_XENLA^KLH20_XENLA^Q:37-539,H:45-577^44.65%ID^E:1e-157^RecName: Full=Kelch-like protein 20;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`KLH20_MOUSE^KLH20_MOUSE^Q:37-539,H:45-577^44.65%ID^E:1e-157^RecName: Full=Kelch-like protein 20;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`KLH20_RAT^KLH20_RAT^Q:37-539,H:50-582^44.65%ID^E:2e-157^RecName: Full=Kelch-like protein 20;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`KLH20_XENLA^KLH20_XENLA^Q:284-427,H:430-594^32.73%ID^E:6e-16^RecName: Full=Kelch-like protein 20;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`KLH20_MOUSE^KLH20_MOUSE^Q:284-427,H:430-594^32.73%ID^E:6e-16^RecName: Full=Kelch-like protein 20;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`KLH20_RAT^KLH20_RAT^Q:284-427,H:435-599^32.73%ID^E:6e-16^RecName: Full=Kelch-like protein 20;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"."	"Mcavernosa05843"	"1-2805[+]"	"KLH20_XENLA^KLH20_XENLA^Q:37-539,H:45-577^44.65%ID^E:1e-157^RecName: Full=Kelch-like protein 20;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`KLH20_MOUSE^KLH20_MOUSE^Q:37-539,H:45-577^44.65%ID^E:1e-157^RecName: Full=Kelch-like protein 20;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`KLH20_RAT^KLH20_RAT^Q:37-539,H:50-582^44.65%ID^E:2e-157^RecName: Full=Kelch-like protein 20;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`KLH20_XENLA^KLH20_XENLA^Q:284-427,H:430-594^32.73%ID^E:6e-16^RecName: Full=Kelch-like protein 20;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`KLH20_MOUSE^KLH20_MOUSE^Q:284-427,H:430-594^32.73%ID^E:6e-16^RecName: Full=Kelch-like protein 20;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`KLH20_RAT^KLH20_RAT^Q:284-427,H:435-599^32.73%ID^E:6e-16^RecName: Full=Kelch-like protein 20;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"PF00651.30^BTB^BTB/POZ domain^48-151^E:1.2e-28`PF07707.14^BACK^BTB And C-terminal Kelch^157-258^E:7.1e-35`PF01344.24^Kelch_1^Kelch motif^337-369^E:3e-05`PF01344.24^Kelch_1^Kelch motif^371-416^E:4e-12`PF13964.5^Kelch_6^Kelch motif^377-419^E:2.5e-06`PF01344.24^Kelch_1^Kelch motif^419-454^E:6.7e-09`PF01344.24^Kelch_1^Kelch motif^456-498^E:1.5e-14`PF13964.5^Kelch_6^Kelch motif^456-501^E:5.5e-06`PF13418.5^Kelch_4^Galactose oxidase, central domain^459-497^E:0.00036`PF13415.5^Kelch_3^Galactose oxidase, central domain^463-505^E:2.3e-07`PF01344.24^Kelch_1^Kelch motif^500-545^E:2.8e-17`PF13418.5^Kelch_4^Galactose oxidase, central domain^500-544^E:1.2e-06`PF07646.14^Kelch_2^Kelch motif^500-544^E:6.1e-07`PF13964.5^Kelch_6^Kelch motif^509-548^E:8.3e-09`PF13415.5^Kelch_3^Galactose oxidase, central domain^511-556^E:8.7e-08"	"."	"."	"."	"KEGG:xla:446379`KO:K10457"	"GO:0031463^cellular_component^Cul3-RING ubiquitin ligase complex`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0016605^cellular_component^PML body`GO:0005802^cellular_component^trans-Golgi network`GO:0019964^molecular_function^interferon-gamma binding`GO:0004842^molecular_function^ubiquitin-protein transferase activity`GO:0006895^biological_process^Golgi to endosome transport`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0043161^biological_process^proteasome-mediated ubiquitin-dependent protein catabolic process`GO:1990390^biological_process^protein K33-linked ubiquitination`GO:0015031^biological_process^protein transport`GO:0016567^biological_process^protein ubiquitination"	"GO:0005515^molecular_function^protein binding"	"."	"."	"Sc0000130"	159850	172667
"Mcavernosa10302"	9.98640236327261e-06	"Mcavernosa10302"	"ORC4_XENLA^ORC4_XENLA^Q:66-280,H:193-431^47.92%ID^E:3e-65^RecName: Full=Origin recognition complex subunit 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`ORC4_MOUSE^ORC4_MOUSE^Q:66-280,H:192-430^42.92%ID^E:5e-58^RecName: Full=Origin recognition complex subunit 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`ORC4_PONAB^ORC4_PONAB^Q:66-280,H:195-433^42.08%ID^E:1e-57^RecName: Full=Origin recognition complex subunit 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo`ORC4_MOUSE^ORC4_MOUSE^Q:10-39,H:45-74^70%ID^E:6e-06^RecName: Full=Origin recognition complex subunit 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"."	"Mcavernosa10302"	"1-1020[+]"	"ORC4_XENLA^ORC4_XENLA^Q:66-280,H:193-431^47.92%ID^E:3e-65^RecName: Full=Origin recognition complex subunit 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`ORC4_MOUSE^ORC4_MOUSE^Q:66-280,H:192-430^42.92%ID^E:5e-58^RecName: Full=Origin recognition complex subunit 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`ORC4_PONAB^ORC4_PONAB^Q:66-280,H:195-433^42.08%ID^E:1e-57^RecName: Full=Origin recognition complex subunit 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo`ORC4_MOUSE^ORC4_MOUSE^Q:10-39,H:45-74^70%ID^E:6e-06^RecName: Full=Origin recognition complex subunit 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"PF14629.5^ORC4_C^Origin recognition complex (ORC) subunit 4 C-terminus^112-262^E:5.5e-24"	"."	"."	"."	"."	"GO:0005664^cellular_component^nuclear origin of replication recognition complex`GO:0005524^molecular_function^ATP binding`GO:0003677^molecular_function^DNA binding`GO:0006260^biological_process^DNA replication"	"."	"."	"."	"Sc0000420"	110354	121474
"Mcavernosa26560"	1.11054236794421e-05	"Mcavernosa26560"	"SIRT1_DROME^SIRT1_DROME^Q:107-166,H:151-231^33.33%ID^E:1e-05^RecName: Full=NAD-dependent histone deacetylase sirtuin-1 {ECO:0000312|FlyBase:FBgn0024291};^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora"	"."	"Mcavernosa26560"	"1-498[+]"	"SIRT1_DROME^SIRT1_DROME^Q:107-166,H:151-231^33.33%ID^E:1e-05^RecName: Full=NAD-dependent histone deacetylase sirtuin-1 {ECO:0000312|FlyBase:FBgn0024291};^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora"	"."	"."	"."	"COG0846^NAD-dependent protein deacetylase which modulates the activities of several enzymes which are inactive in their acetylated form"	"KEGG:dme:Dmel_CG5216`KO:K11411"	"GO:0005694^cellular_component^chromosome`GO:0005737^cellular_component^cytoplasm`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0004407^molecular_function^histone deacetylase activity`GO:0046872^molecular_function^metal ion binding`GO:0070403^molecular_function^NAD+ binding`GO:0017136^molecular_function^NAD-dependent histone deacetylase activity`GO:0033558^molecular_function^protein deacetylase activity`GO:0008134^molecular_function^transcription factor binding`GO:0048149^biological_process^behavioral response to ethanol`GO:0032869^biological_process^cellular response to insulin stimulus`GO:0006342^biological_process^chromatin silencing`GO:0008340^biological_process^determination of adult lifespan`GO:0016575^biological_process^histone deacetylation`GO:2000253^biological_process^positive regulation of feeding behavior`GO:0006476^biological_process^protein deacetylation`GO:0042981^biological_process^regulation of apoptotic process`GO:0035065^biological_process^regulation of histone acetylation`GO:1901416^biological_process^regulation of response to ethanol`GO:0006355^biological_process^regulation of transcription, DNA-templated`GO:0006351^biological_process^transcription, DNA-templated"	"."	"."	"."	"xfSc0000031"	16759	20167
"Mcavernosa10960"	1.47602649011766e-05	"Mcavernosa10960"	"AP2S1_RAT^AP2S1_RAT^Q:61-111,H:1-51^96.08%ID^E:8e-27^RecName: Full=AP-2 complex subunit sigma;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`AP2S1_PONAB^AP2S1_PONAB^Q:61-111,H:1-51^96.08%ID^E:8e-27^RecName: Full=AP-2 complex subunit sigma;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo`AP2S1_MOUSE^AP2S1_MOUSE^Q:61-111,H:1-51^96.08%ID^E:8e-27^RecName: Full=AP-2 complex subunit sigma;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"."	"Mcavernosa10960"	"1-891[+]"	"AP2S1_RAT^AP2S1_RAT^Q:61-111,H:1-51^96.08%ID^E:8e-27^RecName: Full=AP-2 complex subunit sigma;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`AP2S1_PONAB^AP2S1_PONAB^Q:61-111,H:1-51^96.08%ID^E:8e-27^RecName: Full=AP-2 complex subunit sigma;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo`AP2S1_MOUSE^AP2S1_MOUSE^Q:61-111,H:1-51^96.08%ID^E:8e-27^RecName: Full=AP-2 complex subunit sigma;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"PF01217.19^Clat_adaptor_s^Clathrin adaptor complex small chain^61-112^E:9.7e-16"	"."	"."	"COG5030^Adaptor-related protein complex"	"KEGG:rno:65046`KO:K11827"	"GO:0030122^cellular_component^AP-2 adaptor complex`GO:0005886^cellular_component^plasma membrane`GO:0008565^molecular_function^protein transporter activity`GO:0006897^biological_process^endocytosis`GO:0006886^biological_process^intracellular protein transport"	"."	"."	"."	"Sc0000446"	12829	30520
"Mcavernosa23417"	1.80909256780079e-05	"Mcavernosa23417"	"."	"."	"Mcavernosa23417"	"1-987[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000739"	107948	127999
