"gene"	"adj.pval.trt2"	"transcript_id"	"sprot_Top_BLASTX_hit"	"RNAMMER"	"prot_id"	"prot_coords"	"sprot_Top_BLASTP_hit"	"Pfam"	"SignalP"	"TmHMM"	"eggnog"	"Kegg"	"gene_ontology_blast"	"gene_ontology_pfam"	"transcript"	"peptide"	"scaffold"	"start"	"stop"
"Mcavernosa21465"	0.000633676044145581	"Mcavernosa21465"	"ADAT3_HUMAN^ADAT3_HUMAN^Q:14-325,H:34-346^35.31%ID^E:9e-52^RecName: Full=Probable inactive tRNA-specific adenosine deaminase-like protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`ADAT3_DANRE^ADAT3_DANRE^Q:14-322,H:27-330^35.23%ID^E:1e-50^RecName: Full=Probable inactive tRNA-specific adenosine deaminase-like protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio`ADAT3_MOUSE^ADAT3_MOUSE^Q:14-323,H:35-343^33.43%ID^E:4e-46^RecName: Full=Probable inactive tRNA-specific adenosine deaminase-like protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"."	"Mcavernosa21465"	"1-2244[+]"	"ADAT3_HUMAN^ADAT3_HUMAN^Q:14-325,H:34-346^35.31%ID^E:9e-52^RecName: Full=Probable inactive tRNA-specific adenosine deaminase-like protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`ADAT3_DANRE^ADAT3_DANRE^Q:14-322,H:27-330^35.23%ID^E:1e-50^RecName: Full=Probable inactive tRNA-specific adenosine deaminase-like protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio`ADAT3_MOUSE^ADAT3_MOUSE^Q:14-323,H:35-343^33.43%ID^E:4e-46^RecName: Full=Probable inactive tRNA-specific adenosine deaminase-like protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"."	"."	"ExpAA=22.60^PredHel=1^Topology=o696-718i"	"COG0590^deaminase"	"KEGG:hsa:113179`KO:K15442"	"GO:0005654^cellular_component^nucleoplasm`GO:0003824^molecular_function^catalytic activity`GO:0046872^molecular_function^metal ion binding`GO:0009451^biological_process^RNA modification`GO:0008033^biological_process^tRNA processing"	"."	"."	"."	"Sc0000524"	53199	73400
"Mcavernosa28498"	0.000700311245465885	"Mcavernosa28498"	"."	"."	"Mcavernosa28498"	"1-1263[+]"	"."	"PF05380.12^Peptidase_A17^Pao retrotransposon peptidase^1-44^E:6.5e-07"	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000188"	153008	158170
"Mcavernosa07786"	0.000752119420126943	"Mcavernosa07786"	"VPS45_MOUSE^VPS45_MOUSE^Q:40-483,H:1-560^51.06%ID^E:0^RecName: Full=Vacuolar protein sorting-associated protein 45;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`VPS45_RAT^VPS45_RAT^Q:40-491,H:1-568^50.52%ID^E:0^RecName: Full=Vacuolar protein sorting-associated protein 45;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`VPS45_HUMAN^VPS45_HUMAN^Q:40-483,H:1-560^50.53%ID^E:0^RecName: Full=Vacuolar protein sorting-associated protein 45;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa07786"	"1-2073[+]"	"VPS45_MOUSE^VPS45_MOUSE^Q:40-483,H:1-560^51.06%ID^E:0^RecName: Full=Vacuolar protein sorting-associated protein 45;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`VPS45_RAT^VPS45_RAT^Q:40-491,H:1-568^50.52%ID^E:0^RecName: Full=Vacuolar protein sorting-associated protein 45;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`VPS45_HUMAN^VPS45_HUMAN^Q:40-483,H:1-560^50.53%ID^E:0^RecName: Full=Vacuolar protein sorting-associated protein 45;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"PF00995.22^Sec1^Sec1 family^85-299^E:6.5e-57`PF00995.22^Sec1^Sec1 family^300-466^E:7e-18"	"."	"."	"COG5158^Vacuolar Protein"	"KEGG:mmu:22365`KO:K12479"	"GO:0010008^cellular_component^endosome membrane`GO:0005794^cellular_component^Golgi apparatus`GO:0000139^cellular_component^Golgi membrane`GO:0016021^cellular_component^integral component of membrane`GO:0015031^biological_process^protein transport`GO:0006904^biological_process^vesicle docking involved in exocytosis"	"GO:0006904^biological_process^vesicle docking involved in exocytosis`GO:0016192^biological_process^vesicle-mediated transport"	"."	"."	"Sc0000040"	217780	238086
"Mcavernosa09978"	0.000910910745932632	"Mcavernosa09978"	"."	"."	"Mcavernosa09978"	"1-294[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000488"	21748	24057
"Mcavernosa22932"	0.000928090175270382	"Mcavernosa22932"	"HNRL1_MOUSE^HNRL1_MOUSE^Q:42-427,H:212-601^53.33%ID^E:3e-139^RecName: Full=Heterogeneous nuclear ribonucleoprotein U-like protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`HNRL1_HUMAN^HNRL1_HUMAN^Q:42-427,H:211-600^53.08%ID^E:3e-139^RecName: Full=Heterogeneous nuclear ribonucleoprotein U-like protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`HNRPU_HUMAN^HNRPU_HUMAN^Q:42-434,H:288-675^45.2%ID^E:2e-107^RecName: Full=Heterogeneous nuclear ribonucleoprotein U {ECO:0000303|PubMed:1628625};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa22932"	"1-2455[+]"	"HNRL1_MOUSE^HNRL1_MOUSE^Q:42-427,H:212-601^53.33%ID^E:3e-139^RecName: Full=Heterogeneous nuclear ribonucleoprotein U-like protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`HNRL1_HUMAN^HNRL1_HUMAN^Q:42-427,H:211-600^53.08%ID^E:3e-139^RecName: Full=Heterogeneous nuclear ribonucleoprotein U-like protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`HNRPU_HUMAN^HNRPU_HUMAN^Q:42-434,H:288-675^45.2%ID^E:2e-107^RecName: Full=Heterogeneous nuclear ribonucleoprotein U {ECO:0000303|PubMed:1628625};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"PF00622.27^SPRY^SPRY domain^88-213^E:1.2e-16`PF06414.11^Zeta_toxin^Zeta toxin^249-388^E:4.1e-05`PF13671.5^AAA_33^AAA domain^250-395^E:8.6e-25"	"."	"."	"ENOG410XSBV^Heterogeneous nuclear ribonucleoprotein U-like"	"KEGG:mmu:232989`KO:K15047"	"GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0019899^molecular_function^enzyme binding`GO:0003723^molecular_function^RNA binding`GO:0006355^biological_process^regulation of transcription, DNA-templated`GO:0009615^biological_process^response to virus`GO:0006396^biological_process^RNA processing`GO:0006351^biological_process^transcription, DNA-templated"	"GO:0005515^molecular_function^protein binding`GO:0005524^molecular_function^ATP binding`GO:0016301^molecular_function^kinase activity"	"."	"."	"Sc0000694"	71356	75962
"Mcavernosa23417"	0.000937824067713797	"Mcavernosa23417"	"."	"."	"Mcavernosa23417"	"1-987[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000739"	107948	127999
"Mcavernosa19061"	0.000959794081915488	"Mcavernosa19061"	"."	"."	"Mcavernosa19061"	"1-696[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000317"	110819	111801
"Mcavernosa03478"	0.0012037778751088	"Mcavernosa03478"	"F120A_XENTR^F120A_XENTR^Q:1-753,H:1-819^33.85%ID^E:2e-145^RecName: Full=Constitutive coactivator of PPAR-gamma-like protein 1 homolog;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana`F120C_HUMAN^F120C_HUMAN^Q:40-755,H:118-900^33.5%ID^E:2e-132^RecName: Full=Constitutive coactivator of PPAR-gamma-like protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`F120C_MOUSE^F120C_MOUSE^Q:40-755,H:114-895^32.62%ID^E:4e-130^RecName: Full=Constitutive coactivator of PPAR-gamma-like protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"."	"Mcavernosa03478"	"1-4335[+]"	"F120A_XENTR^F120A_XENTR^Q:1-753,H:1-819^33.85%ID^E:2e-145^RecName: Full=Constitutive coactivator of PPAR-gamma-like protein 1 homolog;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana`F120C_HUMAN^F120C_HUMAN^Q:40-755,H:118-900^33.5%ID^E:2e-132^RecName: Full=Constitutive coactivator of PPAR-gamma-like protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`F120C_MOUSE^F120C_MOUSE^Q:40-755,H:114-895^32.62%ID^E:4e-130^RecName: Full=Constitutive coactivator of PPAR-gamma-like protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"."	"."	"."	"."	"KEGG:xtr:448612"	"GO:0005737^cellular_component^cytoplasm`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0003723^molecular_function^RNA binding"	"."	"."	"."	"Sc0000026"	438980	446201
"Mcavernosa15171"	0.00127722994924949	"Mcavernosa15171"	"."	"."	"Mcavernosa15171"	"1-1320[+]"	"."	"PF05380.12^Peptidase_A17^Pao retrotransposon peptidase^72-238^E:4.8e-49"	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000234"	283492	284863
"Mcavernosa07345"	0.00128323183642628	"Mcavernosa07345"	"."	"."	"Mcavernosa07345"	"1-2759[+]"	"."	"PF00096.25^zf-C2H2^Zinc finger, C2H2 type^185-207^E:0.0099"	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000036"	653863	660467
"Mcavernosa06729"	0.00139092690239921	"Mcavernosa06729"	"."	"."	"Mcavernosa06729"	"1-1115[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000003"	832551	838539
"Mcavernosa31781"	0.00167965834099802	"Mcavernosa31781"	"."	"."	"Mcavernosa31781"	"1-1950[+]"	"."	"PF01436.20^NHL^NHL repeat^105-130^E:0.00026`PF02037.26^SAP^SAP domain^184-218^E:4.8e-08"	"."	"."	"."	"."	"."	"GO:0005515^molecular_function^protein binding"	"."	"."	"Sc0000268"	26893	30557
"Mcavernosa11153"	0.00189670467777972	"Mcavernosa11153"	"PGBD4_HUMAN^PGBD4_HUMAN^Q:123-273,H:383-513^30.26%ID^E:2e-10^RecName: Full=PiggyBac transposable element-derived protein 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa11153"	"1-1815[+]"	"PGBD4_HUMAN^PGBD4_HUMAN^Q:123-273,H:383-513^30.26%ID^E:2e-10^RecName: Full=PiggyBac transposable element-derived protein 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"PF13843.5^DDE_Tnp_1_7^Transposase IS4^91-215^E:7.7e-14"	"."	"."	"ENOG410XVJ3^piggyBac transposable element derived 4"	"KEGG:hsa:161779"	"."	"."	"."	"."	"Sc0000453"	217573	223393
"Mcavernosa09311"	0.00194869814266125	"Mcavernosa09311"	"."	"."	"Mcavernosa09311"	"1-1602[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000460"	89924	95738
"Mcavernosa04334"	0.00199595205871078	"Mcavernosa04334"	"."	"."	"Mcavernosa04334"	"1-3028[+]"	"."	"PF07714.16^Pkinase_Tyr^Protein tyrosine kinase^169-204^E:0.00012"	"."	"ExpAA=22.44^PredHel=1^Topology=i78-100o"	"."	"."	"."	"GO:0004672^molecular_function^protein kinase activity`GO:0006468^biological_process^protein phosphorylation"	"."	"."	"Sc0000102"	658500	667519
"Mcavernosa18827"	0.00207111522706567	"Mcavernosa18827"	"."	"."	"Mcavernosa18827"	"1-858[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000309"	188184	193254
"Mcavernosa08818"	0.00242949346341619	"Mcavernosa08818"	"."	"."	"Mcavernosa08818"	"1-978[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"xfSc0000010"	217640	218734
"Mcavernosa31431"	0.0024514069602724	"Mcavernosa31431"	"PRS8_DROME^PRS8_DROME^Q:31-398,H:4-405^83.08%ID^E:0^RecName: Full=26S proteasome regulatory subunit 8;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora`PRS8_MANSE^PRS8_MANSE^Q:33-398,H:5-402^83.46%ID^E:0^RecName: Full=26S proteasome regulatory subunit 8;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Bombycoidea; Sphingidae; Sphinginae; Sphingini; Manduca`PRS8_RAT^PRS8_RAT^Q:32-398,H:7-406^83.25%ID^E:0^RecName: Full=26S proteasome regulatory subunit 8;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"."	"Mcavernosa31431"	"1-2883[+]"	"PRS8_DROME^PRS8_DROME^Q:31-398,H:4-405^83.08%ID^E:0^RecName: Full=26S proteasome regulatory subunit 8;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora`PRS8_MANSE^PRS8_MANSE^Q:33-398,H:5-402^83.46%ID^E:0^RecName: Full=26S proteasome regulatory subunit 8;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Bombycoidea; Sphingidae; Sphinginae; Sphingini; Manduca`PRS8_RAT^PRS8_RAT^Q:32-398,H:7-406^83.25%ID^E:0^RecName: Full=26S proteasome regulatory subunit 8;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"PF00004.28^AAA^ATPase family associated with various cellular activities (AAA)^189-310^E:1.4e-32"	"."	"."	"COG1222^26S protease regulatory subunit"	"KEGG:dme:Dmel_CG1489`KO:K03066"	"GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0031597^cellular_component^cytosolic proteasome complex`GO:0031595^cellular_component^nuclear proteasome complex`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0005838^cellular_component^proteasome regulatory particle`GO:0008540^cellular_component^proteasome regulatory particle, base subcomplex`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0036402^molecular_function^proteasome-activating ATPase activity`GO:0017025^molecular_function^TBP-class protein binding`GO:0045899^biological_process^positive regulation of RNA polymerase II transcriptional preinitiation complex assembly`GO:0043161^biological_process^proteasome-mediated ubiquitin-dependent protein catabolic process`GO:0030433^biological_process^ubiquitin-dependent ERAD pathway"	"GO:0005524^molecular_function^ATP binding"	"."	"."	"Sc0000097"	305936	321593
"Mcavernosa23911"	0.00291447083997593	"Mcavernosa23911"	"."	"."	"Mcavernosa23911"	"1-825[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"xfSc0000112"	78982	83761
"Mcavernosa34644"	0.00322637168714925	"Mcavernosa34644"	"."	"."	"Mcavernosa34644"	"1-645[+]"	"."	"PF13837.5^Myb_DNA-bind_4^Myb/SANT-like DNA-binding domain^5-78^E:7e-13`PF10545.8^MADF_DNA_bdg^Alcohol dehydrogenase transcription factor Myb/SANT-like^10-76^E:7.9e-05"	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0001249"	36827	37471
"Mcavernosa11964"	0.00383515263760465	"Mcavernosa11964"	"."	"."	"Mcavernosa11964"	"1-1194[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000257"	146046	149717
"Mcavernosa27741"	0.00394486758557254	"Mcavernosa27741"	"AMRA1_MOUSE^AMRA1_MOUSE^Q:552-708,H:826-1034^40.67%ID^E:3e-39^RecName: Full=Activating molecule in BECN1-regulated autophagy protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`AMRA1_HUMAN^AMRA1_HUMAN^Q:552-708,H:825-1033^40.67%ID^E:4e-39^RecName: Full=Activating molecule in BECN1-regulated autophagy protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`AMRA1_HUMAN^AMRA1_HUMAN^Q:175-298,H:52-208^34.38%ID^E:8e-15^RecName: Full=Activating molecule in BECN1-regulated autophagy protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`AMRA1_MOUSE^AMRA1_MOUSE^Q:175-298,H:52-208^34.38%ID^E:9e-15^RecName: Full=Activating molecule in BECN1-regulated autophagy protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"."	"Mcavernosa27741"	"1-3049[+]"	"AMRA1_MOUSE^AMRA1_MOUSE^Q:552-708,H:826-1034^40.67%ID^E:3e-39^RecName: Full=Activating molecule in BECN1-regulated autophagy protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`AMRA1_HUMAN^AMRA1_HUMAN^Q:552-708,H:825-1033^40.67%ID^E:4e-39^RecName: Full=Activating molecule in BECN1-regulated autophagy protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`AMRA1_HUMAN^AMRA1_HUMAN^Q:175-298,H:52-208^34.38%ID^E:8e-15^RecName: Full=Activating molecule in BECN1-regulated autophagy protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`AMRA1_MOUSE^AMRA1_MOUSE^Q:175-298,H:52-208^34.38%ID^E:9e-15^RecName: Full=Activating molecule in BECN1-regulated autophagy protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"PF00400.31^WD40^WD domain, G-beta repeat^182-203^E:0.2"	"."	"."	"ENOG410ZUDQ^Autophagy beclin-1 regulator 1"	"KEGG:mmu:228361`KO:K17985"	"GO:0005776^cellular_component^autophagosome`GO:0005930^cellular_component^axoneme`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0005739^cellular_component^mitochondrion`GO:0045335^cellular_component^phagocytic vesicle`GO:0051020^molecular_function^GTPase binding`GO:0031625^molecular_function^ubiquitin protein ligase binding`GO:0000045^biological_process^autophagosome assembly`GO:0006914^biological_process^autophagy`GO:0000422^biological_process^autophagy of mitochondrion`GO:0030154^biological_process^cell differentiation`GO:0009267^biological_process^cellular response to starvation`GO:0000423^biological_process^mitophagy`GO:0010667^biological_process^negative regulation of cardiac muscle cell apoptotic process`GO:0008285^biological_process^negative regulation of cell proliferation`GO:0043524^biological_process^negative regulation of neuron apoptotic process`GO:0021915^biological_process^neural tube development`GO:0010508^biological_process^positive regulation of autophagy`GO:0043552^biological_process^positive regulation of phosphatidylinositol 3-kinase activity`GO:0098780^biological_process^response to mitochondrial depolarisation"	"GO:0005515^molecular_function^protein binding"	"."	"."	"Sc0001069"	25009	41121
"Mcavernosa20799"	0.00409631668582495	"Mcavernosa20799"	"."	"."	"Mcavernosa20799"	"1-3147[+]"	"."	"PF07714.16^Pkinase_Tyr^Protein tyrosine kinase^190-225^E:0.00014"	"."	"ExpAA=22.78^PredHel=1^Topology=o99-121i"	"."	"."	"."	"GO:0004672^molecular_function^protein kinase activity`GO:0006468^biological_process^protein phosphorylation"	"."	"."	"Sc0000621"	164240	173727
"Mcavernosa15874"	0.00435750776001171	"Mcavernosa15874"	"."	"."	"Mcavernosa15874"	"1-1716[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000400"	190411	192126
